VZ0010010,SQLCMSETSELFUNITCOST,G0001,B0001,D:\EXPJStudio\log,SQLCMSETSELFUNITCOST.log,1,1
VZ0010010,SQLCMSETSELFUNITCOSTGROUP,G0001,B0001,D:\EXPJStudio\log,SQLCMSETSELFUNITCOSTGROUP.log,1,1
VZ0010010,SQLCMSETUNITOPRTM,G0001,B0001,D:\EXPJStudio\log,SQLCMSETUNITOPRTM.log,1,1
VZ0010010,SQLCMSOURCEIF,G0001,B0001,D:\EXPJStudio\log,SQLCMSOURCEIF.log,1,1
VZ0010010,SQLCMSTACKBYTOTALAVGCOST,G0001,B0001,D:\EXPJStudio\log,SQLCMSTACKBYTOTALAVGCOST.log,1,1
VZ0010010,SQLCMSTACKBYUNITCOST,G0001,B0001,D:\EXPJStudio\log,SQLCMSTACKBYUNITCOST.log,1,1
VZ0010010,SQLCMSTOCKDATAPREP,G0001,B0001,D:\EXPJStudio\log,SQLCMSTOCKDATAPREP.log,1,1
VZ0010010,SQLCMSTOCKIF,G0001,B0001,D:\EXPJStudio\log,SQLCMSTOCKIF.log,1,1
VZ0010010,SQLCMSUMBYALLOCATIONLEVEL,G0001,B0001,D:\EXPJStudio\log,SQLCMSUMBYALLOCATIONLEVEL.log,1,1
VZ0010010,SQLCMTMALLOCATIONSUM,G0001,B0001,D:\EXPJStudio\log,SQLCMTMALLOCATIONSUM.log,1,1
VZ0010010,SQLCMUNITCOSTIF,G0001,B0001,D:\EXPJStudio\log,SQLCMUNITCOSTIF.log,1,1
VZ0010010,SQLCMPSIF,G0001,B0001,D:\EXPJStudio\log,SQLCMPSIF.log,1,1
VZ0010010,SQLCMACCOUNTINGIF,G0001,B0001,D:\EXPJStudio\log,SQLCMACCOUNTINGIF.log,1,1
VG0070010,SQLCMBECREATEBECD,G0001,B0001,D:\EXPJStudio\log,SQLCMBECREATEBECD.log,1,1
VG0070010,SQLCMBEPSIF,G0001,B0001,D:\EXPJStudio\log,SQLCMBEPSIF.log,1,1
VG0070010,SQLCMBESOURCEIF,G0001,B0001,D:\EXPJStudio\log,SQLCMBESOURCEIF.log,1,1
VG0070010,SQLCMBEITEMIF,G0001,B0001,D:\EXPJStudio\log,SQLCMBEITEMIF.log,1,1
VG0070010,SQLCMBEPROCIF,G0001,B0001,D:\EXPJStudio\log,SQLCMBEPROCIF.log,1,1
VG0070010,SQLCMBEUNITCOSTIF,G0001,B0001,D:\EXPJStudio\log,SQLCMBEUNITCOSTIF.log,1,1
VG0070010,SQLCMBELABORRATEIF,G0001,B0001,D:\EXPJStudio\log,SQLCMBELABORRATEIF.log,1,1
VG0070010,SQLCMBECREATECOSTUPMST,G0001,B0001,D:\EXPJStudio\log,SQLCMBECREATECOSTUPMST.log,1,1
VG0070010,SQLCMCREATEOPRTMSTRUCT,G0001,B0001,D:\EXPJStudio\log,SQLCMCREATEOPRTMSTRUCT.log,1,1
VG0070010,SQLCMCREATELEVELNO,G0001,B0001,D:\EXPJStudio\log,SQLCMCREATELEVELNO.log,1,1
